Operon,Gene,Strand,CDS_start,CDS_end,Gene number,TS,PS,cPS,uPS,iPS,Pattern,,,,,,,,
1116,Ccel_2216,-,2589674,2590228,1,2590244,0,0,0,0,,,,,,,,,
1117,Ccel_2217,+,2590471,2590812,1,,0,0,0,0,,,,,,,,,
1118,"Ccel_2218,Ccel_2219,Ccel_2220",-,2590892,2593881,3,,0,0,0,0,Complex,,,,,,,,
1119,Ccel_2221,-,2593951,2596944,1,,0,0,0,0,,,,,,,,,
1120,Ccel_2222,-,2597164,2598099,1,,1,0,1,0,,,,,,,,,
1121,Ccel_2223,+,2598411,2599658,1,,0,0,0,0,,,,,,,,,
1122,Ccel_2224,+,2599994,2602222,1,,0,0,0,0,,,,,,,,,
1123,"Ccel_2225,Ccel_2226",-,2602307,2604752,2,,0,0,0,0,Up,,,,,,,,
1124,"Ccel_2227,Ccel_2228",-,2604892,2607609,2,2607641,0,0,0,0,Flat,,,,,,,,
1125,Ccel_2229,-,2607744,2609024,1,,0,0,0,0,,,,,,,,,
1126,Ccel_2230,-,2609052,2609522,1,,0,0,0,0,,,,,,,,,
1127,Ccel_2231,-,2609799,2610263,1,,0,0,0,0,,,,,,,,,
1128,Ccel_2232,-,2610529,2612277,1,,0,0,0,0,,,,,,,,,
1129,"Ccel_2233,Ccel_2234,Ccel_2235,Ccel_2236",-,2612296,2615573,4,,0,0,0,0,Up,,,,,,,,
1130,Ccel_2237,-,2615770,2617800,1,2617898,0,0,0,0,,,,,,,,,
1131,Ccel_2238,-,2618033,2618320,1,2618392,0,0,0,0,,,,,,,,,
1132,Ccel_2239,-,2618414,2618842,1,,0,0,0,0,,,,,,,,,
1133,Ccel_2240,-,2618907,2619173,1,2619330,0,0,0,0,,,,,,,,,
1134,Ccel_2241,-,2619292,2620656,1,2620680,0,0,0,0,,,,,,,,,
1135,"Ccel_2242,Ccel_2243",-,2620833,2622641,2,2622837,0,0,0,0,Flat,,,,,,,,
1136,Ccel_2244,+,2622688,2622850,1,,0,0,0,0,,,,,,,,,
1137,Ccel_2245,+,2623140,2623367,1,2623098,0,0,0,0,,,,,,,,,
1138,"Ccel_2246,Ccel_2247",-,2623460,2626290,2,,0,0,0,0,Up,,,,,,,,
1139,"Ccel_2248,Ccel_2249,Ccel_2250,Ccel_2251",-,2626410,2630870,4,,0,0,0,0,Down,,,,,,,,
1140,Ccel_2252,-,2630992,2631540,1,2631631,0,0,0,0,,,,,,,,,
1141,Ccel_2253,-,2631742,2631993,1,2632030,1,0,1,0,,,,,,,,,
1142,Ccel_2254,-,2632284,2633579,1,,0,0,0,0,,,,,,,,,
1143,Ccel_2255,-,2633881,2634571,1,2634682,0,0,0,0,,,,,,,,,
1144,Ccel_2256,+,2634806,2635159,1,2634804,0,0,0,0,,,,,,,,,
1145,Ccel_2257,-,2635215,2635355,1,2635448,0,0,0,0,,,,,,,,,
1146,Ccel_2258,-,2635357,2636433,1,,1,0,1,0,,,,,,,,,
1147,"Ccel_2259,Ccel_2260",-,2636583,2640156,2,,0,0,0,0,Up,,,,,,,,
1148,"Ccel_2261,Ccel_2262",+,2640671,2641906,2,,0,0,0,0,Up,,,,,,,,
1149,"Ccel_2263,Ccel_2264,Ccel_2265",-,2641922,2647259,3,2647301,0,0,0,0,Complex,,,,,,,,
1150,"Ccel_2266,Ccel_2267",-,2647514,2648127,2,,0,0,0,0,Down,,,,,,,,
1151,Ccel_2268,+,2648372,2648545,1,,0,0,0,0,,,,,,,,,
1152,"Ccel_2269,Ccel_2270",-,2648525,2650551,2,2650562,0,0,0,0,Up,,,,,,,,
1153,"Ccel_2271,Ccel_2272",-,2650644,2654565,2,2654602,0,0,0,0,Flat,,,,,,,,
1154,Ccel_2273,-,2654719,2655906,1,,0,0,0,0,,,,,,,,,
1155,Ccel_2274,-,2656059,2657084,1,,0,0,0,0,,,,,,,,,
1156,Ccel_2275,-,2657356,2658363,1,,0,0,0,0,,,,,,,,,
1157,"Ccel_2276,Ccel_2277",-,2658511,2660567,2,2660591,0,0,0,0,Up,,,,,,,,
1158,Ccel_2278,-,2660672,2661166,1,,0,0,0,0,,,,,,,,,
1159,Ccel_2279,-,2661296,2661760,1,2661818,0,0,0,0,,,,,,,,,
1160,"Ccel_2280,Ccel_2281",-,2661973,2663374,2,,0,0,0,0,Up,,,,,,,,
1161,Ccel_2282,-,2663456,2663899,1,,0,0,0,0,,,,,,,,,
1162,"Ccel_2283,Ccel_2284",-,2664001,2664990,2,,0,0,0,0,Up,,,,,,,,
1163,"Ccel_2285,Ccel_2286,Ccel_2287,Ccel_2288,Ccel_2289,Ccel_2290,Ccel_2291,Ccel_2292,Ccel_2293",-,2665178,2673832,9,2673884,0,0,0,0,Complex,,,,,,,,
1164,Ccel_2294,-,2673984,2676425,1,,0,0,0,0,,,,,,,,,
1165,"Ccel_R0054,Ccel_R0055",-,2676606,2676759,2,2676760,0,0,0,0,Up,,,,,,,,
1166,Ccel_2295,-,2676857,2678203,1,,0,0,0,0,,,,,,,,,
1167,Ccel_2296,-,2678291,2678665,1,,0,0,0,0,,,,,,,,,
1168,Ccel_2297,-,2679016,2679876,1,,0,0,0,0,,,,,,,,,
1169,"Ccel_2298,Ccel_2299,Ccel_2300,Ccel_2301",-,2680272,2685005,4,2685069,2,0,0,2,Down,,,,,,,,
1170,"Ccel_2302,Ccel_2303,Ccel_2304,Ccel_2305",-,2685166,2689522,4,2689576,0,0,0,0,Complex,,,,,,,,
1171,"Ccel_2306,Ccel_2307",-,2689863,2691863,2,,0,0,0,0,Down,,,,,,,,
1172,Ccel_2308,+,2692047,2692667,1,,0,0,0,0,,,,,,,,,
1173,"Ccel_2309,Ccel_2310",-,2692671,2693697,2,,0,0,0,0,Up,,,,,,,,
1174,Ccel_2311,-,2693815,2693988,1,2694166,0,0,0,0,,,,,,,,,
1175,Ccel_2312,-,2694074,2694886,1,,0,0,0,0,,,,,,,,,
1176,"Ccel_2313,Ccel_2314,Ccel_2315,Ccel_2316",-,2694910,2699580,4,,0,0,0,0,Down,,,,,,,,
1177,Ccel_2317,-,2700123,2700764,1,2700790,0,0,0,0,,,,,,,,,
1178,Ccel_2318,-,2700892,2701983,1,,0,0,0,0,,,,,,,,,
1179,Ccel_2319,-,2702238,2706725,1,,0,0,0,0,,,,,,,,,
1180,Ccel_2320,-,2706866,2710018,1,,0,0,0,0,,,,,,,,,
1181,"Ccel_2321,Ccel_2322,Ccel_2323,Ccel_2324",-,2710393,2713809,4,,0,0,0,0,Complex,,,,,,,,
1182,"Ccel_2325,Ccel_2326,Ccel_2327",-,2713912,2717799,3,,0,0,0,0,Down,,,,,,,,
1183,"Ccel_2328,Ccel_2329,Ccel_2330,Ccel_2331,Ccel_2332,Ccel_2333",-,2717898,2743397,6,,0,0,0,0,Complex,,,,,,,,
1184,"Ccel_2334,Ccel_2335,Ccel_2336",-,2743629,2749014,3,,0,0,0,0,Down,,,,,,,,
1185,Ccel_2337,+,2749414,2751033,1,,0,0,0,0,,,,,,,,,
1186,Ccel_2338,-,2751120,2757053,1,,0,0,0,0,,,,,,,,,
1187,"Ccel_2339,Ccel_2340",+,2757259,2758119,2,,0,0,0,0,Up,,,,,,,,
1188,Ccel_2341,-,2758124,2758402,1,,0,0,0,0,,,,,,,,,
1189,"Ccel_2342,Ccel_2343,Ccel_2344",+,2758585,2762807,3,,0,0,0,0,Down,,,,,,,,
1190,"Ccel_2345,Ccel_2346",-,2763140,2763863,2,,0,0,0,0,Down,,,,,,,,
1191,Ccel_2347,+,2763985,2764145,1,,0,0,0,0,,,,,,,,,
1192,"Ccel_2348,Ccel_2349,Ccel_2350",-,2764149,2766762,3,,0,0,0,0,Complex,,,,,,,,
1193,"Ccel_2351,Ccel_2352,Ccel_2353,Ccel_2354",-,2766871,2773292,4,2773325,0,0,0,0,Up,,,,,,,,
1194,"Ccel_2355,Ccel_2356",-,2773479,2777227,2,,0,0,0,0,Down,,,,,,,,
1195,Ccel_2357,+,2777397,2777969,1,,0,0,0,0,,,,,,,,,
1196,Ccel_2358,-,2778025,2779227,1,,0,0,0,0,,,,,,,,,
1197,Ccel_2359,-,2779711,2779923,1,,0,0,0,0,,,,,,,,,
1198,Ccel_2360,+,2780180,2780518,1,2780041,0,0,0,0,,,,,,,,,
1199,Ccel_2361,-,2780671,2781820,1,,0,0,0,0,,,,,,,,,
1200,Ccel_2362,+,2781915,2783090,1,,0,0,0,0,,,,,,,,,
1201,Ccel_2363,+,2783616,2783854,1,,0,0,0,0,,,,,,,,,
1202,Ccel_2364,-,2784217,2788482,1,2788507,0,0,0,0,,,,,,,,,
1203,Ccel_2365,-,2789000,2789974,1,,0,0,0,0,,,,,,,,,
1204,Ccel_2366,+,2790373,2791881,1,2790327,0,0,0,0,,,,,,,,,
1205,Ccel_2367,-,2791952,2792233,1,,0,0,0,0,,,,,,,,,
1206,"Ccel_2368,Ccel_2369,Ccel_2370",-,2792324,2795116,3,,1,0,0,1,Down,,,,,,,,
1207,"Ccel_2371,Ccel_2372",-,2795431,2796851,2,,0,0,0,0,Down,,,,,,,,
1208,Ccel_2373,-,2796959,2797762,1,,0,0,0,0,,,,,,,,,
1209,"Ccel_2374,Ccel_2375",-,2797815,2799207,2,,0,0,0,0,Down,,,,,,,,
1210,"Ccel_2376,Ccel_2377,Ccel_2378,Ccel_2379,Ccel_2380,Ccel_2381,Ccel_2382,Ccel_2383,Ccel_2384,Ccel_2385,Ccel_2386,Ccel_2387",-,2799275,2861909,12,,0,0,0,0,Complex,,,,,,,,
1211,"Ccel_2388,Ccel_2389,Ccel_2390,Ccel_2391",-,2861971,2873069,4,,1,1,0,0,Up,,,,,,,,
1212,"Ccel_2392,Ccel_2393",-,2873612,2877837,2,,1,1,0,0,Down,,,,,,,,
1213,Ccel_2394,+,2878143,2879387,1,2878124,0,0,0,0,,,,,,,,,
1214,Ccel_2395,-,2879578,2880513,1,2880581,0,0,0,0,,,,,,,,,
1215,"Ccel_2396,Ccel_2397",-,2881138,2881955,2,,0,0,0,0,Down,,,,,,,,
1216,Ccel_2398,-,2882263,2882493,1,,0,0,0,0,,,,,,,,,
1217,"Ccel_2399,Ccel_2400",-,2883442,2888096,2,,0,0,0,0,Flat,,,,,,,,
1218,Ccel_2401,-,2889140,2891527,1,2891568,0,0,0,0,,,,,,,,,
1219,Ccel_2402,-,2891690,2893021,1,2893085,0,0,0,0,,,,,,,,,
1220,"Ccel_2403,Ccel_2404,Ccel_2405,Ccel_2406,Ccel_2407,Ccel_2408,Ccel_2409,Ccel_2410,Ccel_2411,Ccel_2412",-,2893272,2906890,10,2906963,0,0,0,0,Complex,,,,,,,,
1221,"Ccel_2413,Ccel_2414",-,2907017,2909825,2,2909882,0,0,0,0,Up,,,,,,,,
1222,"Ccel_R0056,Ccel_R0057,Ccel_R0058",-,2910081,2913440,3,2913579,2,0,1,1,Down,,,,,,,,
1223,Ccel_R0059,-,2914118,2915758,1,,0,0,0,0,,,,,,,,,
1224,"Ccel_2415,Ccel_2416",-,2916426,2917656,2,,0,0,0,0,Flat,,,,,,,,
1225,Ccel_2417,+,2917915,2919891,1,,0,0,0,0,,,,,,,,,
1226,"Ccel_R0060,Ccel_R0061",-,2920073,2920236,2,2920287,0,0,0,0,Up,,,,,,,,
1227,"Ccel_R0062,Ccel_R0063",-,2920444,2920614,2,2920639,0,0,0,0,Flat,,,,,,,,
1228,Ccel_2418,+,2920878,2921306,1,2920820,0,0,0,0,,,,,,,,,
1229,Ccel_R0064,-,2921394,2921469,1,,0,0,0,0,,,,,,,,,
1230,Ccel_2419,-,2921621,2922895,1,2922931,0,0,0,0,,,,,,,,,
1231,Ccel_2420,-,2923126,2923329,1,2923390,0,0,0,0,,,,,,,,,
1232,"Ccel_2421,Ccel_2422",-,2923432,2924845,2,2924909,0,0,0,0,Up,,,,,,,,
1233,Ccel_2423,+,2925069,2925452,1,2925016,0,0,0,0,,,,,,,,,
1234,Ccel_2424,+,2925580,2925855,1,,0,0,0,0,,,,,,,,,
1235,Ccel_2425,-,2925925,2926680,1,,0,0,0,0,,,,,,,,,
1236,"Ccel_2426,Ccel_2427,Ccel_2428,Ccel_2429",-,2926715,2930994,4,2931033,0,0,0,0,Down,,,,,,,,
1237,Ccel_2430,+,2931515,2932852,1,2931329,0,0,0,0,,,,,,,,,
1238,"Ccel_2431,Ccel_2432,Ccel_2433",-,2932924,2935210,3,,0,0,0,0,Complex,,,,,,,,
1239,"Ccel_2434,Ccel_2435,Ccel_2436,Ccel_2437",+,2935398,2939539,4,,0,0,0,0,Complex,,,,,,,,
1240,Ccel_2439,-,2941345,2941518,1,,0,0,0,0,,,,,,,,,
1241,"Ccel_2440,Ccel_2441",-,2941950,2943628,2,,0,0,0,0,Down,,,,,,,,
1242,Ccel_2442,-,2943945,2946557,1,2946584,0,0,0,0,,,,,,,,,
1243,Ccel_2443,-,2947209,2948582,1,,0,0,0,0,,,,,,,,,
1244,Ccel_2444,+,2948836,2950026,1,2948714,0,0,0,0,,,,,,,,,
1245,Ccel_2445,-,2950102,2950797,1,2950885,0,0,0,0,,,,,,,,,
1246,Ccel_2446,+,2951279,2951596,1,,0,0,0,0,,,,,,,,,
1247,Ccel_2447,-,2951670,2955083,1,2955172,0,0,0,0,,,,,,,,,
1248,Ccel_2448,+,2955394,2956926,1,,0,0,0,0,,,,,,,,,
1249,Ccel_2449,-,2956941,2957723,1,,0,0,0,0,,,,,,,,,
1250,Ccel_2450,+,2957892,2959256,1,2957856,0,0,0,0,,,,,,,,,
1251,"Ccel_2451,Ccel_2452,Ccel_2453",-,2959323,2964721,3,2964757,0,0,0,0,Down,,,,,,,,
1252,"Ccel_2454,Ccel_2455",-,2964821,2969298,2,,0,0,0,0,Flat,,,,,,,,
1253,"Ccel_2456,Ccel_2457,Ccel_2458",+,2969593,2973356,3,,0,0,0,0,Complex,,,,,,,,
1254,"Ccel_2459,Ccel_2460,Ccel_2461,Ccel_2462",-,2973387,2976218,4,,0,0,0,0,Down,,,,,,,,
1255,"Ccel_2463,Ccel_2464",-,2976476,2980131,2,2980173,0,0,0,0,Flat,,,,,,,,
1256,"Ccel_2465,Ccel_2466",+,2980408,2983229,2,2980394,0,0,0,0,Down,,,,,,,,
1257,"Ccel_2467,Ccel_2468",-,2983299,2986778,2,,0,0,0,0,Down,,,,,,,,
1258,Ccel_2469,-,2987222,2989102,1,,0,0,0,0,,,,,,,,,
1259,Ccel_2470,-,2989423,2989782,1,,0,0,0,0,,,,,,,,,
1260,"Ccel_2471,Ccel_2472,Ccel_2473,Ccel_2474",-,2989833,2995065,4,,0,0,0,0,Complex,,,,,,,,
1261,Ccel_2475,+,2995190,2995366,1,2995140,0,0,0,0,,,,,,,,,
1262,"Ccel_2476,Ccel_2477,Ccel_2478",-,2995455,2998552,3,,0,0,0,0,Complex,,,,,,,,
1263,"Ccel_2479,Ccel_2480,Ccel_2481",+,2998820,3001411,3,,0,0,0,0,Complex,,,,,,,,
1264,"Ccel_2482,Ccel_2483",-,3001413,3004267,2,3004289,1,1,0,0,Up,,,,,,,,
1265,Ccel_2484,-,3004403,3004795,1,3004812,0,0,0,0,,,,,,,,,
1266,Ccel_2485,+,3005093,3006043,1,,0,0,0,0,,,,,,,,,
1267,"Ccel_2486,Ccel_2487",-,3006098,3007853,2,,0,0,0,0,Down,,,,,,,,
1268,Ccel_2488,+,3008046,3009743,1,,0,0,0,0,,,,,,,,,
1269,"Ccel_2489,Ccel_2490",-,3010171,3016571,2,,1,0,1,0,Flat,,,,,,,,
1270,"Ccel_2491,Ccel_2492,Ccel_2493",+,3016759,3017650,3,3016744,0,0,0,0,Complex,,,,,,,,
1271,Ccel_2494,+,3017769,3018368,1,3017732,0,0,0,0,,,,,,,,,
1272,"Ccel_2495,Ccel_2496",-,3018394,3019591,2,3019598,0,0,0,0,Down,,,,,,,,
1273,Ccel_2497,+,3019726,3020535,1,,0,0,0,0,,,,,,,,,
1274,"Ccel_2498,Ccel_2499",+,3020715,3022328,2,,0,0,0,0,Down,,,,,,,,
1275,"Ccel_2500,Ccel_2501",-,3022362,3022883,2,,0,0,0,0,Flat,,,,,,,,
1276,Ccel_2502,+,3023211,3024752,1,,0,0,0,0,,,,,,,,,
1277,Ccel_2503,-,3024775,3025899,1,3025923,0,0,0,0,,,,,,,,,
1278,Ccel_2504,-,3025973,3026902,1,,0,0,0,0,,,,,,,,,
1279,Ccel_2505,-,3027052,3028884,1,,0,0,0,0,,,,,,,,,
1280,Ccel_2506,+,3029187,3029387,1,3029069,0,0,0,0,,,,,,,,,
1281,"Ccel_2507,Ccel_2508,Ccel_2509,Ccel_2510,Ccel_2511,Ccel_2512",-,3029384,3035228,6,,0,0,0,0,Complex,,,,,,,,
1282,"Ccel_2513,Ccel_2514,Ccel_2515,Ccel_2516,Ccel_2517,Ccel_2518,Ccel_2519,Ccel_2520,Ccel_2521,Ccel_2522",-,3035355,3045641,10,3045735,0,0,0,0,Complex,,,,,,,,
1283,"Ccel_2523,Ccel_2524",-,3045857,3046659,2,,0,0,0,0,Down,,,,,,,,
1284,Ccel_2525,-,3046982,3048115,1,,0,0,0,0,,,,,,,,,
1285,Ccel_2526,-,3048264,3050306,1,,2,2,0,0,,,,,,,,,
1286,"Ccel_2527,Ccel_2528",+,3050899,3053246,2,,0,0,0,0,Up,,,,,,,,
1287,"Ccel_2529,Ccel_2530,Ccel_2531",-,3053432,3057962,3,3057995,0,0,0,0,Complex,,,,,,,,
1288,"Ccel_2532,Ccel_2533,Ccel_2534,Ccel_2535",-,3058132,3061501,4,,0,0,0,0,Complex,,,,,,,,
1289,"Ccel_2536,Ccel_2537,Ccel_2538",-,3061580,3064877,3,3064894,0,0,0,0,Complex,,,,,,,,
1290,"Ccel_2539,Ccel_2540",-,3064942,3065711,2,,0,0,0,0,Down,,,,,,,,
1291,Ccel_2541,+,3065903,3067081,1,,0,0,0,0,,,,,,,,,
1292,Ccel_2542,-,3067084,3068223,1,,0,0,0,0,,,,,,,,,
1293,Ccel_2543,+,3068437,3069426,1,,0,0,0,0,,,,,,,,,
1294,Ccel_2544,-,3069493,3069933,1,,0,0,0,0,,,,,,,,,
1295,"Ccel_2545,Ccel_2546",-,3069973,3072205,2,,1,1,0,0,Down,,,,,,,,
1296,"Ccel_2547,Ccel_2548",-,3072339,3074130,2,,0,0,0,0,Down,,,,,,,,
1297,Ccel_2549,+,3074307,3075323,1,,0,0,0,0,,,,,,,,,
1298,Ccel_2550,+,3075343,3075597,1,,0,0,0,0,,,,,,,,,
1299,Ccel_2551,+,3075788,3076834,1,,0,0,0,0,,,,,,,,,
1300,Ccel_2552,+,3076992,3077345,1,3076974,0,0,0,0,,,,,,,,,
1301,"Ccel_2553,Ccel_2554",-,3077491,3078972,2,,0,0,0,0,Up,,,,,,,,
1302,"Ccel_2555,Ccel_2556,Ccel_2557,Ccel_2558",-,3078987,3080622,4,3080696,0,0,0,0,Complex,,,,,,,,
1303,"Ccel_2559,Ccel_2560,Ccel_2561,Ccel_2562,Ccel_2563,Ccel_2564",-,3080792,3086822,6,,0,0,0,0,Complex,,,,,,,,
1304,Ccel_2565,-,3087008,3087589,1,3087612,0,0,0,0,,,,,,,,,
1305,Ccel_2566,+,3087872,3088486,1,,0,0,0,0,,,,,,,,,
1306,"Ccel_2567,Ccel_2568,Ccel_2569",-,3088542,3093948,3,3094066,2,1,0,1,Complex,,,,,,,,
1307,Ccel_2570,+,3094194,3095564,1,,0,0,0,0,,,,,,,,,
1308,"Ccel_2571,Ccel_2572",-,3095600,3097767,2,,0,0,0,0,Up,,,,,,,,
1309,Ccel_2573,+,3097968,3098621,1,,0,0,0,0,,,,,,,,,
1310,"Ccel_2574,Ccel_2575",-,3098672,3101200,2,3101261,0,0,0,0,Down,,,,,,,,
1311,Ccel_2576,-,3101377,3102585,1,3102679,0,0,0,0,,,,,,,,,
1312,Ccel_2577,-,3102915,3111386,1,,0,0,0,0,,,,,,,,,
1313,Ccel_2578,-,3111504,3112085,1,,0,0,0,0,,,,,,,,,
1314,Ccel_2579,+,3112268,3112714,1,,0,0,0,0,,,,,,,,,
1315,Ccel_2580,+,3112797,3112979,1,,0,0,0,0,,,,,,,,,
1316,Ccel_2581,-,3112984,3113706,1,,0,0,0,0,,,,,,,,,
1317,Ccel_2582,-,3113820,3116048,1,3116068,0,0,0,0,,,,,,,,,
1318,Ccel_2583,-,3116273,3117742,1,3117903,0,0,0,0,,,,,,,,,
1319,Ccel_2584,-,3118061,3118435,1,3118462,0,0,0,0,,,,,,,,,
1320,"Ccel_2585,Ccel_2586,Ccel_2587,Ccel_2588,Ccel_2589",-,3118494,3123364,5,,0,0,0,0,Complex,,,,,,,,
1321,Ccel_2590,+,3123715,3124638,1,,0,0,0,0,,,,,,,,,
1322,Ccel_2591,+,3124789,3125874,1,,0,0,0,0,,,,,,,,,
1323,Ccel_2592,+,3126030,3128492,1,,0,0,0,0,,,,,,,,,
1324,"Ccel_2593,Ccel_2594,Ccel_2595",-,3128573,3131779,3,3131823,0,0,0,0,Down,,,,,,,,
1325,"Ccel_2596,Ccel_2597",-,3131951,3133001,2,,0,0,0,0,Up,,,,,,,,
1326,"Ccel_2598,Ccel_2599,Ccel_2600",-,3133134,3136047,3,,0,0,0,0,Complex,,,,,,,,
1327,Ccel_2601,-,3136127,3136288,1,,1,0,1,0,,,,,,,,,
1328,Ccel_2602,-,3136649,3137419,1,3137439,0,0,0,0,,,,,,,,,
1329,Ccel_2603,-,3137481,3138497,1,3138504,0,0,0,0,,,,,,,,,
1330,"Ccel_2604,Ccel_2605,Ccel_2606",+,3138652,3141582,3,,0,0,0,0,Down,,,,,,,,
1331,"Ccel_2607,Ccel_2608,Ccel_2609",-,3141651,3143601,3,3143635,0,0,0,0,Complex,,,,,,,,
1332,Ccel_2610,+,3143812,3144804,1,3143758,0,0,0,0,,,,,,,,,
1333,Ccel_2611,-,3144797,3145927,1,,0,0,0,0,,,,,,,,,
1334,Ccel_2612,-,3146030,3147013,1,3147081,0,0,0,0,,,,,,,,,
1335,Ccel_2613,-,3147133,3148035,1,,0,0,0,0,,,,,,,,,
1336,Ccel_2614,-,3148181,3149161,1,3149194,0,0,0,0,,,,,,,,,
1337,Ccel_2615,+,3149437,3150285,1,3149402,0,0,0,0,,,,,,,,,
1338,"Ccel_2616,Ccel_2617",-,3150416,3152456,2,,0,0,0,0,Flat,,,,,,,,
1339,Ccel_2618,-,3152665,3153432,1,,0,0,0,0,,,,,,,,,
1340,Ccel_2619,-,3153774,3154304,1,,0,0,0,0,,,,,,,,,
1341,Ccel_2620,+,3154645,3155794,1,,0,0,0,0,,,,,,,,,
1342,Ccel_2621,-,3155954,3158455,1,,0,0,0,0,,,,,,,,,
1343,Ccel_2622,-,3158686,3159360,1,,0,0,0,0,,,,,,,,,
1344,Ccel_2623,-,3159411,3160088,1,,0,0,0,0,,,,,,,,,
1345,Ccel_2624,-,3160103,3163245,1,,0,0,0,0,,,,,,,,,
1346,"Ccel_2625,Ccel_2626,Ccel_2627",+,3160327,3162680,3,,0,0,0,0,Complex,,,,,,,,
1347,"Ccel_2628,Ccel_2629,Ccel_2630,Ccel_2631",-,3163265,3166276,4,3166351,0,0,0,0,Up,,,,,,,,
1348,"Ccel_2632,Ccel_2633",-,3166552,3173206,2,,0,0,0,0,Down,,,,,,,,
1349,"Ccel_2634,Ccel_2635",-,3173773,3175111,2,,0,0,0,0,Down,,,,,,,,
1350,Ccel_2636,-,3175300,3176760,1,,0,0,0,0,,,,,,,,,
1351,Ccel_2637,-,3176898,3176996,1,,0,0,0,0,,,,,,,,,
1352,Ccel_2638,-,3177098,3177919,1,,0,0,0,0,,,,,,,,,
1353,Ccel_2639,-,3177990,3178350,1,,0,0,0,0,,,,,,,,,
1354,Ccel_2640,-,3178447,3178746,1,,0,0,0,0,,,,,,,,,
1355,Ccel_2641,+,3179549,3180820,1,3179432,0,0,0,0,,,,,,,,,
1356,Ccel_2642,+,3181005,3183674,1,,0,0,0,0,,,,,,,,,
1357,"Ccel_2643,Ccel_2644",-,3183812,3191796,2,,0,0,0,0,Up,,,,,,,,
1358,Ccel_2645,-,3191910,3192248,1,,0,0,0,0,,,,,,,,,
1359,"Ccel_2646,Ccel_2647",+,3192410,3194445,2,3192398,0,0,0,0,Flat,,,,,,,,
1360,"Ccel_2648,Ccel_2649",-,3194597,3195896,2,,0,0,0,0,Up,,,,,,,,
1361,Ccel_2650,+,3196300,3197220,1,,0,0,0,0,,,,,,,,,
1362,"Ccel_2651,Ccel_2652,Ccel_2653,Ccel_2654",-,3197447,3200712,4,,0,0,0,0,Up,,,,,,,,
1363,"Ccel_2655,Ccel_2656",-,3200925,3203082,2,,0,0,0,0,Down,,,,,,,,
1364,"Ccel_2657,Ccel_2658",-,3203415,3205197,2,3205246,0,0,0,0,Up,,,,,,,,
1365,Ccel_2659,-,3205310,3207298,1,,0,0,0,0,,,,,,,,,
1366,"Ccel_2660,Ccel_2661,Ccel_2662,Ccel_2663",-,3207511,3211369,4,,0,0,0,0,Up,,,,,,,,
1367,Ccel_2664,-,3212313,3212501,1,3212605,0,0,0,0,,,,,,,,,
1368,"Ccel_2665,Ccel_2666",-,3212722,3214312,2,3214464,0,0,0,0,Flat,,,,,,,,
1369,Ccel_2667,+,3214626,3214733,1,,0,0,0,0,,,,,,,,,
1370,Ccel_2668,-,3215657,3215893,1,,0,0,0,0,,,,,,,,,
1371,"Ccel_2669,Ccel_2670,Ccel_2671",-,3216073,3219245,3,,0,0,0,0,Complex,,,,,,,,
1372,Ccel_2672,-,3219269,3220090,1,,0,0,0,0,,,,,,,,,
1373,Ccel_2673,-,3220384,3221249,1,,1,0,1,0,,,,,,,,,
1374,Ccel_2674,+,3221865,3223148,1,,0,0,0,0,,,,,,,,,
1375,"Ccel_2675,Ccel_2676",+,3223849,3226186,2,,0,0,0,0,Down,,,,,,,,
1376,"Ccel_2677,Ccel_2678",-,3226398,3227695,2,,0,0,0,0,Up,,,,,,,,
1377,"Ccel_2679,Ccel_2680,Ccel_2681",-,3228180,3230383,3,,0,0,0,0,Down,,,,,,,,
1378,Ccel_2682,-,3230695,3230986,1,,0,0,0,0,,,,,,,,,
1379,Ccel_2683,-,3230973,3231225,1,,0,0,0,0,,,,,,,,,
1380,Ccel_2684,-,3231431,3232642,1,,0,0,0,0,,,,,,,,,
1381,Ccel_2685,+,3232688,3233734,1,,0,0,0,0,,,,,,,,,
1382,Ccel_2686,-,3233890,3235440,1,,0,0,0,0,,,,,,,,,
1383,Ccel_2687,-,3235551,3236630,1,,0,0,0,0,,,,,,,,,
1384,"Ccel_2688,Ccel_2689",+,3236910,3239243,2,3236897,0,0,0,0,Flat,,,,,,,,
1385,Ccel_2690,-,3239373,3240419,1,,0,0,0,0,,,,,,,,,
1386,Ccel_2691,-,3240792,3240938,1,,0,0,0,0,,,,,,,,,
1387,Ccel_2692,-,3241575,3243687,1,,0,0,0,0,,,,,,,,,
1388,Ccel_2693,-,3242081,3243127,1,,0,0,0,0,,,,,,,,,
1389,"Ccel_2694,Ccel_2695,Ccel_2696,Ccel_2697",-,3243735,3248626,4,3248675,0,0,0,0,Complex,,,,,,,,
1390,"Ccel_2698,Ccel_2699",-,3248733,3250552,2,,0,0,0,0,Up,,,,,,,,
1391,Ccel_2701,-,3252666,3253949,1,,0,0,0,0,,,,,,,,,
1392,Ccel_2702,+,3254813,3255962,1,,0,0,0,0,,,,,,,,,
1393,"Ccel_2703,Ccel_2704",-,3256576,3258125,2,,0,0,0,0,Flat,,,,,,,,
1394,Ccel_2705,+,3258260,3258598,1,,0,0,0,0,,,,,,,,,
1395,Ccel_2706,+,3258592,3258948,1,,0,0,0,0,,,,,,,,,
1396,Ccel_2707,+,3259024,3260613,1,,0,0,0,0,,,,,,,,,
