start	end	strand	product_accession	Product	Locus	feature_interval_length	product_length
2559150	2560127	-	ACL76528.1	Auxin Efflux Carrier	Ccel_2186	978	325
3132255	3133001	-	ACL76925.1	AzlC family protein	Ccel_2597	747	248
1956700	1957347	-	ACL75972.1	bacilysin biosynthesis protein BacA-like protein	Ccel_1620	648	215
1410226	1411071	-	ACL75504.1	Bacitracin resistance protein BacA	Ccel_1147	846	281
1657744	1658613	+	ACL75715.1	band 7 protein	Ccel_1361	870	289
1679369	1680796	+	ACL75736.1	band 7 protein	Ccel_1382	1428	475
1329221	1330435	+	ACL75434.1	basic membrane lipoprotein	Ccel_1075	1215	404
1708909	1710069	+	ACL75760.1	basic membrane lipoprotein	Ccel_1406	1161	386
426951	428303	+	ACL74759.1	beta-galactosidase	Ccel_0374	1353	450
3633928	3634356	-	ACL77389.1	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ	Ccel_3097	429	142
977301	985478	+	ACL75230.1	Beta-ketoacyl synthase	Ccel_0858	8178	2725
985478	990283	+	ACL75231.1	Beta-ketoacyl synthase	Ccel_0859	4806	1601
990276	1002386	+	ACL75232.1	Beta-ketoacyl synthase	Ccel_0860	12111	4036
1002407	1012984	+	ACL75233.1	Beta-ketoacyl synthase	Ccel_0861	10578	3525
1012977	1030541	+	ACL75234.1	Beta-ketoacyl synthase	Ccel_0862	17565	5854
1030525	1034847	+	ACL75235.1	Beta-ketoacyl synthase	Ccel_0863	4323	1440
1041890	1043122	+	ACL75238.1	Beta-ketoacyl synthase	Ccel_0866	1233	410
1043135	1044406	+	ACL75239.1	Beta-ketoacyl synthase	Ccel_0867	1272	423
1044403	1045698	+	ACL75240.1	Beta-ketoacyl synthase	Ccel_0868	1296	431
1173577	1177395	+	ACL75338.1	Beta-ketoacyl synthase	Ccel_0976	3819	1272
1188604	1193565	+	ACL75340.1	Beta-ketoacyl synthase	Ccel_0978	4962	1653
2727397	2730399	-	ACL76666.1	Beta-ketoacyl synthase	Ccel_2330	3003	1000
2799275	2804137	-	ACL76709.1	Beta-ketoacyl synthase	Ccel_2376	4863	1620
2804171	2809012	-	ACL76710.1	Beta-ketoacyl synthase	Ccel_2377	4842	1613
2850640	2854536	-	ACL76718.1	Beta-ketoacyl synthase	Ccel_2385	3897	1298
1164260	1165804	+	ACL75335.1	beta-lactamase	Ccel_0973	1545	514
2760933	2761862	+	ACL76679.1	beta-lactamase	Ccel_2343	930	309
3046982	3048115	-	ACL76853.1	beta-lactamase	Ccel_2525	1134	377
3205310	3207298	-	ACL76982.1	beta-lactamase	Ccel_2659	1989	662
835058	836170	+	ACL75104.1	Beta-lactamase class A-like protein	Ccel_0725	1113	370
372068	373258	+	ACL74708.1	beta-lactamase domain protein	Ccel_0321	1191	396
968979	969686	+	ACL75224.1	beta-lactamase domain protein	Ccel_0851	708	235
2123548	2125215	-	ACL76123.1	beta-lactamase domain protein	Ccel_1772	1668	555
2307379	2308005	-	ACL76297.1	beta-lactamase domain protein	Ccel_1949	627	208
3929305	3930096	-	ACL77676.1	beta-lactamase domain protein	Ccel_3388	792	263
3267238	3268287	-	ACL77023.1	beta-lactamase domain-containing protein	Ccel_2712	1050	349
3786892	3787551	-	ACL77531.1	beta-phosphoglucomutase	Ccel_3242	660	219
2011820	2012164	-	ACL76020.1	BFD domain protein (2Fe-2S)-binding domain protein	Ccel_1669	345	114
50186	51181	-	ACL74435.1	binding-protein-dependent transport systems inner membrane component	Ccel_0047	996	331
51198	52121	-	ACL74436.1	binding-protein-dependent transport systems inner membrane component	Ccel_0048	924	307
162607	163563	+	ACL74531.1	binding-protein-dependent transport systems inner membrane component	Ccel_0143	957	318
163583	164455	+	ACL74532.1	binding-protein-dependent transport systems inner membrane component	Ccel_0144	873	290
174325	175296	+	ACL74539.1	binding-protein-dependent transport systems inner membrane component	Ccel_0151	972	323
175306	176220	+	ACL74540.1	binding-protein-dependent transport systems inner membrane component	Ccel_0152	915	304
226370	227254	+	ACL74588.1	binding-protein-dependent transport systems inner membrane component	Ccel_0201	885	294
227251	228105	+	ACL74589.1	binding-protein-dependent transport systems inner membrane component	Ccel_0202	855	284
499753	500520	-	ACL74818.1	binding-protein-dependent transport systems inner membrane component	Ccel_0436	768	255
1056731	1057555	-	ACL75251.1	binding-protein-dependent transport systems inner membrane component	Ccel_0879	825	274
1066938	1067765	+	ACL75262.1	binding-protein-dependent transport systems inner membrane component	Ccel_0890	828	275
1067759	1068580	+	ACL75263.1	binding-protein-dependent transport systems inner membrane component	Ccel_0891	822	273
1126262	1127230	+	ACL75309.1	binding-protein-dependent transport systems inner membrane component	Ccel_0946	969	322
1127266	1128162	+	ACL75310.1	binding-protein-dependent transport systems inner membrane component	Ccel_0947	897	298
1241366	1242250	+	ACL75361.1	binding-protein-dependent transport systems inner membrane component	Ccel_0999	885	294
1242260	1243099	+	ACL75362.1	binding-protein-dependent transport systems inner membrane component	Ccel_1000	840	279
1262279	1263250	+	ACL75376.1	binding-protein-dependent transport systems inner membrane component	Ccel_1014	972	323
1263306	1264196	+	ACL75377.1	binding-protein-dependent transport systems inner membrane component	Ccel_1015	891	296
1278646	1279548	+	ACL75388.1	binding-protein-dependent transport systems inner membrane component	Ccel_1026	903	300
1279551	1280390	+	ACL75389.1	binding-protein-dependent transport systems inner membrane component	Ccel_1027	840	279
1394659	1395561	+	ACL75491.1	binding-protein-dependent transport systems inner membrane component	Ccel_1134	903	300
1395567	1396397	+	ACL75492.1	binding-protein-dependent transport systems inner membrane component	Ccel_1135	831	276
1554372	1555274	+	ACL75609.1	binding-protein-dependent transport systems inner membrane component	Ccel_1253	903	300
1555289	1556173	+	ACL75610.1	binding-protein-dependent transport systems inner membrane component	Ccel_1254	885	294
2113324	2114730	-	ACL76117.1	binding-protein-dependent transport systems inner membrane component	Ccel_1766	1407	468
2114744	2115709	-	ACL76118.1	binding-protein-dependent transport systems inner membrane component	Ccel_1767	966	321
2470139	2470966	-	ACL76455.1	binding-protein-dependent transport systems inner membrane component	Ccel_2110	828	275
2470953	2471873	-	ACL76456.1	binding-protein-dependent transport systems inner membrane component	Ccel_2111	921	306
2969593	2970543	+	ACL76785.1	binding-protein-dependent transport systems inner membrane component	Ccel_2456	951	316
2970569	2971492	+	ACL76786.1	binding-protein-dependent transport systems inner membrane component	Ccel_2457	924	307
3546061	3546897	-	ACL77289.1	binding-protein-dependent transport systems inner membrane component	Ccel_2995	837	278
3546897	3547784	-	ACL77290.1	binding-protein-dependent transport systems inner membrane component	Ccel_2996	888	295
3789864	3790703	-	ACL77533.1	binding-protein-dependent transport systems inner membrane component	Ccel_3244	840	279
3790709	3791581	-	ACL77534.1	binding-protein-dependent transport systems inner membrane component	Ccel_3245	873	290
3640231	3641643	-	ACL77396.1	biotin and thiamin synthesis associated	Ccel_3104	1413	470
149923	150903	+	ACL74522.1	biotin/acetyl-CoA-carboxylase ligase	Ccel_0134	981	326
1110742	1111179	+	ACL75299.1	biotin/lipoyl attachment domain-containing protein	Ccel_0933	438	145
2085300	2085668	-	ACL76088.1	biotin/lipoyl attachment domain-containing protein	Ccel_1737	369	122
3769904	3770458	-	ACL77521.1	BioY protein	Ccel_3231	555	184
2229916	2230986	+	ACL76225.1	branched-chain amino acid aminotransferase	Ccel_1877	1071	356
3131951	3132262	-	ACL76924.1	branched-chain amino acid transport	Ccel_2596	312	103
263516	263986	+	ACL74620.1	C_GCAxxG_C_C family protein	Ccel_0233	471	156
264063	265919	-	ACL74621.1	cadmium-translocating P-type ATPase	Ccel_0234	1857	618
3741616	3742884	+	ACL77496.1	CapA domain protein	Ccel_3206	1269	422
1109161	1110702	+	ACL75298.1	Carbamoyl-phosphate synthase L chain ATP-binding	Ccel_0932	1542	513
711245	714460	+	ACL74997.1	"carbamoyl-phosphate synthase, large subunit"	Ccel_0616	3216	1071
3470329	3473541	+	ACL77208.1	"carbamoyl-phosphate synthase, large subunit"	Ccel_2914	3213	1070
710139	711221	+	ACL74996.1	"carbamoyl-phosphate synthase, small subunit"	Ccel_0615	1083	360
3469203	3470258	+	ACL77207.1	"carbamoyl-phosphate synthase, small subunit"	Ccel_2913	1056	351
1505662	1507269	+	ACL75585.1	Carbohydrate binding family 6	Ccel_1229	1608	535
1507375	1509000	+	ACL75586.1	Carbohydrate binding family 6	Ccel_1230	1626	541
1509068	1510642	+	ACL75587.1	Carbohydrate binding family 6	Ccel_1231	1575	524
1510665	1512137	+	ACL75588.1	Carbohydrate binding family 6	Ccel_1232	1473	490
1512213	1514453	+	ACL75589.1	Carbohydrate binding family 6	Ccel_1233	2241	746
1514537	1516147	+	ACL75590.1	Carbohydrate binding family 6	Ccel_1234	1611	536
1516222	1517751	+	ACL75591.1	Carbohydrate binding family 6	Ccel_1235	1530	509
1520816	1522630	+	ACL75593.1	Carbohydrate binding family 6	Ccel_1237	1815	604
1522660	1526028	+	ACL75594.1	Carbohydrate binding family 6	Ccel_1238	3369	1122
1526092	1529139	+	ACL75595.1	Carbohydrate binding family 6	Ccel_1239	3048	1015
1529200	1531542	+	ACL75596.1	Carbohydrate binding family 6	Ccel_1240	2343	780
1531759	1535253	+	ACL75597.1	Carbohydrate binding family 6	Ccel_1241	3495	1164
1535348	1537237	+	ACL75598.1	Carbohydrate binding family 6	Ccel_1242	1890	629
1997345	2000200	-	ACL76007.1	Carbohydrate binding family 6	Ccel_1656	2856	951
1250623	1252134	+	ACL75368.1	carbohydrate kinase FGGY	Ccel_1006	1512	503
4037404	4039011	-	ACL77756.1	carbohydrate kinase FGGY	Ccel_3468	1608	535
3484953	3486503	-	ACL77221.1	"carbohydrate kinase, YjeF related protein"	Ccel_2927	1551	516
2539242	2539607	-	ACL76511.1	carbohydrate-binding family 25 protein	Ccel_2169	366	121
1225844	1232704	+	ACL75355.1	Carbohydrate-binding family 9	Ccel_0993	6861	2286
3216073	3217680	-	ACL76991.1	Carbohydrate-binding family 9	Ccel_2669	1608	535
4032256	4034331	+	ACL77751.1	Carbohydrate-binding family 9	Ccel_3463	2076	691
1058505	1059806	-	ACL75253.1	"carbohydrate-binding, CenC-like protein"	Ccel_0881	1302	433
114616	114834	+	ACL74487.1	"carbon storage regulator, CsrA"	Ccel_0099	219	72
501546	503537	-	ACL74820.1	"carbon-monoxide dehydrogenase, catalytic subunit"	Ccel_0438	1992	663
3475857	3477989	+	ACL77212.1	"carbon-monoxide dehydrogenase, catalytic subunit"	Ccel_2918	2133	710
2085707	2087257	-	ACL76089.1	carboxyl transferase	Ccel_1738	1551	516
332286	333752	+	ACL74677.1	carboxyl-terminal protease	Ccel_0290	1467	488
3458900	3460147	-	ACL77198.1	carboxyl-terminal protease	Ccel_2904	1248	415
1387179	1388327	+	ACL75487.1	carboxynorspermidine decarboxylase	Ccel_1129	1149	382
1077933	1078790	+	ACL75272.1	cation diffusion facilitator family transporter	Ccel_0900	858	285
1777067	1777630	+	ACL75817.1	CDP-alcohol phosphatidyltransferase	Ccel_1463	564	187
784689	785309	+	ACL75059.1	CDP-diacylglycerol/glycerol-3-phosphate 3-phosphatidyltransferase	Ccel_0679	621	206
10403	10942	-	ACL74399.1	CDP-diacylglycerol/serine O-phosphatidyltransferase	Ccel_0011	540	179
2996895	2998094	-	ACL76805.1	cell cycle protein	Ccel_2477	1200	399
3492833	3494179	-	ACL77228.1	cell cycle protein	Ccel_2934	1347	448
3462337	3463044	-	ACL77201.1	cell division ATP-binding protein FtsE	Ccel_2907	708	235
2239140	2241266	-	ACL76234.1	cell division protein FtsA	Ccel_1886	2127	708
2423511	2424755	-	ACL76411.1	cell division protein FtsA	Ccel_2065	1245	414
546237	546728	+	ACL74859.1	cell division protein FtsL	Ccel_0477	492	163
553083	554195	+	ACL74864.1	cell division protein FtsW	Ccel_0482	1113	370
2422211	2423353	-	ACL76410.1	cell division protein FtsZ	Ccel_2064	1143	380
3079523	3079807	-	ACL76885.1	cell division topological specificity factor MinE	Ccel_2557	285	94
691566	694082	+	ACL74982.1	cell divisionFtsK/SpoIIIE	Ccel_0601	2517	838
769795	770928	-	ACL75046.1	cell envelope-related transcriptional attenuator	Ccel_0666	1134	377
2063941	2065080	+	ACL76068.1	cell envelope-related transcriptional attenuator	Ccel_1717	1140	379
3085084	3086106	-	ACL76891.1	"cell shape determining protein, MreB/Mrl family"	Ccel_2563	1023	340
3637812	3638840	-	ACL77394.1	"cell shape determining protein, MreB/Mrl family"	Ccel_3102	1029	342
1654597	1655040	-	ACL75711.1	"cell wall hydrolase, SleB"	Ccel_1357	444	147
866523	867272	+	ACL75121.1	cell wall hydrolase/autolysin	Ccel_0743	750	249
1647991	1649580	+	ACL75704.1	cell wall hydrolase/autolysin	Ccel_1350	1590	529
3448402	3449190	-	ACL77184.1	cell wall hydrolase/autolysin	Ccel_2890	789	262
3500650	3501402	+	ACL77235.1	cell wall hydrolase/autolysin	Ccel_2941	753	250
3759326	3760099	-	ACL77513.1	cell wall hydrolase/autolysin	Ccel_3223	774	257
3185260	3191796	-	ACL76968.1	cell wall/surface repeat protein	Ccel_2644	6537	2178
838275	842915	+	ACL75107.1	cellulosome anchoring protein cohesin region	Ccel_0728	4641	1546
851892	852584	+	ACL75112.1	cellulosome anchoring protein cohesin region	Ccel_0733	693	230
1878421	1880769	+	ACL75895.1	cellulosome anchoring protein cohesin region	Ccel_1543	2349	782
475628	478174	+	ACL74801.1	cellulosome protein dockerin type I	Ccel_0417	2547	848
750568	752166	+	ACL75030.1	cellulosome protein dockerin type I	Ccel_0649	1599	532
857323	858597	+	ACL75115.1	cellulosome protein dockerin type I	Ccel_0736	1275	424
860434	862464	+	ACL75117.1	cellulosome protein dockerin type I	Ccel_0739	2031	676
1096520	1097695	-	ACL75288.1	cellulosome protein dockerin type I	Ccel_0920	1176	391
1318042	1318929	+	ACL75420.1	cellulosome protein dockerin type I	Ccel_1060	888	295
1478349	1480970	+	ACL75564.1	cellulosome protein dockerin type I	Ccel_1207	2622	873
1995887	1997194	-	ACL76006.1	cellulosome protein dockerin type I	Ccel_1655	1308	435
2163792	2164742	-	ACL76159.1	cellulosome protein dockerin type I	Ccel_1809	951	316
2943945	2946557	-	ACL76771.1	cellulosome protein dockerin type I	Ccel_2442	2613	870
2150635	2151774	-	ACL76147.1	chaperone protein DnaJ	Ccel_1797	1140	379
2151918	2153768	-	ACL76148.1	chaperone protein DnaK	Ccel_1798	1851	616
443580	443864	+	ACL74776.1	chaperonin Cpn10	Ccel_0391	285	94
443888	445519	+	ACL74777.1	chaperonin GroEL	Ccel_0392	1632	543
2385148	2387223	-	ACL76373.1	CheA signal transduction histidine kinase	Ccel_2027	2076	691
2697149	2699146	-	ACL76651.1	CheA signal transduction histidine kinase	Ccel_2315	1998	665
2693047	2693697	-	ACL76647.1	CheB methylesterase	Ccel_2310	651	216
2661296	2661760	-	ACL76616.1	CheC domain protein	Ccel_2279	465	154
2383915	2384532	-	ACL76371.1	"CheC, inhibitor of MCP methylation"	Ccel_2025	618	205
2396836	2398044	-	ACL76384.1	"CheC, inhibitor of MCP methylation / FliN fusion protein"	Ccel_2038	1209	402
2383427	2383915	-	ACL76370.1	CheD	Ccel_2024	489	162
680587	681054	+	ACL74969.1	CheW protein	Ccel_0588	468	155
2384566	2385012	-	ACL76372.1	CheW protein	Ccel_2026	447	148
2456288	2456707	+	ACL76444.1	CheW protein	Ccel_2099	420	139
2696627	2697124	-	ACL76650.1	CheW protein	Ccel_2314	498	165
3450821	3452584	-	ACL77187.1	chitinase II	Ccel_2893	1764	587
1303753	1304391	+	ACL75409.1	chloramphenicol acetyltransferase	Ccel_1049	639	212
2079114	2079476	-	ACL76081.1	chorismate mutase	Ccel_1730	363	120
2927215	2928393	-	ACL76757.1	chorismate synthase	Ccel_2427	1179	392
27	1349	+	ACL74389.1	chromosomal replication initiator protein DnaA	Ccel_0001	1323	440
2093341	2094144	-	ACL76098.1	chromosome segregation and condensation protein ScpA	Ccel_1747	804	267
2092744	2093316	-	ACL76097.1	"chromosome segregation and condensation protein, ScpB"	Ccel_1746	573	190
800102	803674	+	ACL75075.1	chromosome segregation protein SMC	Ccel_0696	3573	1190
3095600	3096952	-	ACL76899.1	Citrate synthase	Ccel_2571	1353	450
1595192	1595989	+	ACL75646.1	class II aldolase/adducin family protein	Ccel_1290	798	265
290014	290451	+	ACL74648.1	CMP/dCMP deaminase zinc-binding	Ccel_0261	438	145
4004903	4005361	-	ACL77728.1	CMP/dCMP deaminase zinc-binding	Ccel_3440	459	152
2135440	2135814	-	ACL76128.1	CoA-binding domain protein	Ccel_1777	375	124
2298025	2302305	-	ACL76293.1	CoA-substrate-specific enzyme activase	Ccel_1945	4281	1426
2590892	2591863	-	ACL76560.1	CoA-substrate-specific enzyme activase	Ccel_2218	972	323
794807	795376	-	ACL75071.1	Coat F domain protein	Ccel_0691	570	189
2437671	2437940	-	ACL76423.1	Coat F domain protein	Ccel_2078	270	89
1576835	1577857	+	ACL75629.1	cobalamin (vitamin B12) biosynthesis CbiG protein	Ccel_1273	1023	340
1446649	1447644	+	ACL75539.1	cobalamin (vitamin B12) biosynthesis CbiM protein	Ccel_1182	996	331
1585579	1585941	+	ACL75637.1	cobalamin (vitamin B12) biosynthesis CbiX protein	Ccel_1281	363	120
742315	743067	+	ACL75026.1	cobalamin 5'-phosphate synthase	Ccel_0645	753	250
2860272	2861909	-	ACL76720.1	cobalamin B12-binding domain protein	Ccel_2387	1638	545
1574235	1575389	+	ACL75626.1	cobalamin biosynthesis protein CbiD	Ccel_1270	1155	384
1571541	1572287	+	ACL75622.1	cobalamin biosynthesis protein CbiM	Ccel_1266	747	248
1590678	1591640	+	ACL75642.1	cobalamin biosynthesis protein CobD	Ccel_1286	963	320
3558577	3559509	-	ACL77300.1	cobalamin synthesis protein P47K	Ccel_3006	933	310
741721	742293	+	ACL75025.1	cobalbumin biosynthesis protein	Ccel_0644	573	190
1448485	1449249	+	ACL75541.1	"cobalt ABC transporter, ATPase subunit"	Ccel_1184	765	254
1573385	1574230	+	ACL75625.1	"cobalt ABC transporter, ATPase subunit"	Ccel_1269	846	281
1447668	1448465	+	ACL75540.1	"cobalt ABC transporter, inner membrane subunit CbiQ"	Ccel_1183	798	265
1572593	1573372	+	ACL75624.1	"cobalt ABC transporter, inner membrane subunit CbiQ"	Ccel_1268	780	259
913449	914252	+	ACL75170.1	cobalt transport protein	Ccel_0792	804	267
1572303	1572596	+	ACL75623.1	cobalt transport protein	Ccel_1267	294	97
2428567	2429313	+	ACL76415.1	CobB/CobQ domain protein glutamine amidotransferase	Ccel_2070	747	248
1588518	1590062	+	ACL75640.1	cobyric acid synthase CobQ	Ccel_1284	1545	514
1587129	1588505	+	ACL75639.1	"cobyrinic acid a,c-diamide synthase"	Ccel_1283	1377	458
6639	7412	+	ACL74395.1	Cobyrinic acid ac-diamide synthase	Ccel_0007	774	257
2388471	2389376	-	ACL76375.1	Cobyrinic acid ac-diamide synthase	Ccel_2029	906	301
3699092	3699871	-	ACL77455.1	Cobyrinic acid ac-diamide synthase	Ccel_3164	780	259
1692770	1694011	+	ACL75746.1	coenzyme F390 synthetase	Ccel_1392	1242	413
1051244	1052935	+	ACL75247.1	Coenzyme F390 synthetase-like protein	Ccel_0875	1692	563
2202759	2203583	-	ACL76199.1	Cof-like hydrolase	Ccel_1851	825	274
2580247	2581068	-	ACL76549.1	Cof-like hydrolase	Ccel_2207	822	273
3457410	3457610	-	ACL77195.1	cold-shock DNA-binding domain protein	Ccel_2901	201	66
1295415	1296497	+	ACL75402.1	Collagenase and related protease-like protein	Ccel_1040	1083	360
1667482	1668243	+	ACL75725.1	competence protein ComEA helix-hairpin-helix repeat protein	Ccel_1371	762	253
778431	779678	+	ACL75054.1	competence/damage-inducible protein CinA	Ccel_0674	1248	415
1485894	1487342	+	ACL75570.1	condensation domain protein	Ccel_1213	1449	482
2837085	2843105	-	ACL76716.1	condensation domain protein	Ccel_2383	6021	2006
2083736	2085268	-	ACL76087.1	Conserved carboxylase region	Ccel_1736	1533	510
4141	4410	+	ACL74393.1	conserved hypothetical protein	Ccel_0005	270	89
8426	8956	+	ACL74397.1	conserved hypothetical protein	Ccel_0009	531	176
11880	12416	+	ACL74401.1	conserved membrane protein	Ccel_0013	537	178
27546	28373	+	ACL74415.1	conserved hypothetical protein	Ccel_0027	828	275
33613	35607	+	ACL74420.1	chromosome segregation SMC	Ccel_0032	1995	664
88905	89834	+	ACL74462.1	conserved hypothetical protein	Ccel_0074	930	309
90746	91423	-	ACL74464.1	conserved hypothetical protein	Ccel_0076	678	225
92956	93300	+	ACL74467.1	conserved hypothetical protein	Ccel_0079	345	114
101392	101784	+	ACL74474.1	thioesterase	Ccel_0086	393	130
103403	103741	+	ACL74476.1	Glycosyl transferase family 2	Ccel_0088	339	112
113503	114084	+	ACL74485.1	conserved hypothetical protein	Ccel_0097	582	193
118101	119345	+	ACL74491.1	conserved hypothetical protein	Ccel_0103	1245	414
124785	125762	-	ACL74497.1	alpha beta hydrolase	Ccel_0109	978	325
145290	145556	+	ACL74518.1	conserved hypothetical protein	Ccel_0130	267	88
