assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material
GCA_000446015.1,PRJNA212068,SAMN02602995,,na,1365176,1365176,Thermofilum adornatus,,,latest,Complete Genome,Major,Full,8/13/13,ASM44601v1,Baltic Federal University,GCF_000446015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/446/015/GCA_000446015.1_ASM44601v1,,
GCA_000813245.1,PRJNA237279,SAMN03274240,,na,697581,1365176,Thermofilum adornatus 1505,strain=1505,,latest,Complete Genome,Major,Full,1/2/15,ASM81324v1,Centre Bioengineering RAS,GCF_000813245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/813/245/GCA_000813245.1_ASM81324v1,,
GCA_000499765.1,PRJEB4386,SAMEA3138830,,na,1379702,1379702,Methanobacterium sp. MB1,,,latest,Complete Genome,Major,Full,11/14/13,Methanobacterium,irena.maus,GCF_000499765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/765/GCA_000499765.1_Methanobacterium,,
GCA_009690625.1,PRJNA505116,SAMN10411009,,na,1380432,1380432,Halorhabdus sp. CBA1104,strain=CBA1104,,latest,Complete Genome,Major,Full,11/22/19,ASM969062v1,World Institute of Kimchi,GCF_009690625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/690/625/GCA_009690625.1_ASM969062v1,,
GCA_000404225.1,PRJNA189659,SAMN03081468,,na,1295009,1406512,Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,strain=Issoire-Mx1,,latest,Complete Genome,Major,Full,6/3/13,ASM40422v1,Universite d'Auvergne,GCF_000404225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/225/GCA_000404225.1_ASM40422v1,,
GCA_902383905.1,PRJEB33885,SAMEA5851664,,na,1406512,1406512,Candidatus Methanomassiliicoccus intestinalis,,MGYG-HGUT-02160,latest,Complete Genome,Major,Full,8/10/19,UHGG_MGYG-HGUT-02160,EMG,GCF_902383905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/383/905/GCA_902383905.1_UHGG_MGYG-HGUT-02160,,
GCA_001488575.1,PRJEB4726,SAMEA3305703,,representative genome,1407499,1407499,Halobacterium hubeiense,strain=JI20-1,,latest,Complete Genome,Major,Full,12/17/15,Halobacterium hubeiense JI20-1,UH,GCF_001488575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/488/575/GCA_001488575.1_Halobacterium_hubeiense_JI20-1,,assembly from type material
GCA_000812185.1,PRJNA223412,SAMN03273964,,na,1410606,1410606,Candidatus Nitrosopelagicus brevis,strain=CN25,,latest,Complete Genome,Major,Full,12/31/14,ASM81218v1,J. Craig Venter Institute,GCF_000812185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/812/185/GCA_000812185.1_ASM81218v1,,
GCA_000969945.1,PRJNA230954,SAMN03074590,,na,1434099,1434099,Methanosarcina sp. Kolksee,strain=Kolksee,,latest,Complete Genome,Major,Full,4/7/15,ASM96994v1,University of Illinois at Urbana-Champaign,GCF_000969945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/945/GCA_000969945.1_ASM96994v1,,
GCA_000970045.1,PRJNA230955,SAMN03074591,,na,1434100,1434100,Methanosarcina sp. MTP4,strain=MTP4,,latest,Complete Genome,Major,Full,4/7/15,ASM97004v1,University of Illinois at Urbana-Champaign,GCF_000970045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/045/GCA_000970045.1_ASM97004v1,,
GCA_000970005.1,PRJNA230957,SAMN03074593,,na,1434102,1434102,Methanosarcina sp. WH1,strain=WH1,,latest,Complete Genome,Major,Full,4/7/15,ASM97000v1,University of Illinois at Urbana-Champaign,GCF_000970005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/005/GCA_000970005.1_ASM97000v1,,
GCA_000969965.1,PRJNA230958,SAMN03074594,,na,1434103,1434103,Methanosarcina sp. WWM596,strain=WWM596,,latest,Complete Genome,Major,Full,4/7/15,ASM96996v1,University of Illinois at Urbana-Champaign,GCF_000969965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/965/GCA_000969965.1_ASM96996v1,,
GCA_001563305.1,PRJNA305317,SAMN04324260,,na,1452364,1452364,methanogenic archaeon mixed culture ISO4-G1,,ISO4-G1,latest,Chromosome,Major,Partial,2/18/16,ASM156330v1,"AgResearch, Grasslands Research Institute",na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/305/GCA_001563305.1_ASM156330v1,derived from environmental source ; partial,
GCA_004799665.1,PRJNA482735,SAMN09711547,,na,1457250,1457250,Halapricum salinum,strain=CBA1105,,latest,Complete Genome,Major,Full,4/18/19,ASM479966v1,Wuhan University,GCF_004799665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/799/665/GCA_004799665.1_ASM479966v1,,assembly from type material
GCA_000730285.1,PRJNA235208,SAMN03081530,,na,1459636,1459637,Candidatus Nitrososphaera evergladensis SR1,,SR1,latest,Complete Genome,Major,Full,7/17/14,ASM73028v1,University of Florida,GCF_000730285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/285/GCA_000730285.1_ASM73028v1,,
GCA_001560915.1,PRJNA292473,SAMN03976563,,representative genome,1495144,1495144,methanogenic archaeon ISO4-H5,strain=ISO4-H5,,latest,Complete Genome,Major,Full,2/12/16,ASM156091v1,AgResearch Ltd.,GCF_001560915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/560/915/GCA_001560915.1_ASM156091v1,,
GCA_000769655.1,PRJNA251677,SAMN02838508,,representative genome,1505907,1505907,Thermococcus eurythermalis,strain=A501,,latest,Complete Genome,Major,Full,10/28/14,ASM76965v1,Laboratory of Marine Oceanography,GCF_000769655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/769/655/GCA_000769655.1_ASM76965v1,,assembly from type material
GCA_000299365.1,PRJNA174387,SAMN02603137,,na,1229908,1510466,Candidatus Nitrosopumilus koreensis AR1,strain=AR1,,latest,Complete Genome,Major,Full,9/27/12,ASM29936v1,Chungbuk National University,GCF_000299365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/365/GCA_000299365.1_ASM29936v1,,
GCA_003342675.1,PRJNA481590,SAMN09684735,,na,1547898,1547898,Haloplanus sp. CBA1112,strain=CBA1112,,latest,Complete Genome,Major,Full,7/26/18,ASM334267v1,World Institute of Kimchi,GCF_003342675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/675/GCA_003342675.1_ASM334267v1,,
GCA_003342695.1,PRJNA481607,SAMN09684805,,na,1547899,1547899,Haloplanus sp. CBA1113,strain=CBA1113,,latest,Complete Genome,Major,Full,7/26/18,ASM334269v1,World Institute of Kimchi,GCF_003342695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/695/GCA_003342695.1_ASM334269v1,,
GCA_000993805.1,PRJNA262459,SAMN03083278,,na,1550241,1550241,Thermofilum uzonense,strain=1807-2,,latest,Complete Genome,Major,Full,5/7/15,ASM99380v1,Immanuel Kant Baltic Federal University,GCF_000993805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/993/805/GCA_000993805.1_ASM99380v1,,assembly from type material
GCA_001552015.1,PRJNA266727,SAMN03173949,,na,1577684,1577684,Candidatus Nanopusillus acidilobi,strain=7A,,latest,Complete Genome,Major,Full,2/4/16,ASM155201v1,Oak Ridge National Laboratory,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/552/015/GCA_001552015.1_ASM155201v1,low quality sequence,
GCA_003431325.1,PRJNA266728,SAMN03173949,,na,1577685,1577685,Acidilobus sp. 7A,,,latest,Complete Genome,Major,Full,2/4/16,ASM343132v1,Oak Ridge National Laboratory,GCF_003431325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/431/325/GCA_003431325.1_ASM343132v1,,
GCA_000800805.1,PRJNA268719,SAMN03224143,,na,1577791,1577791,Candidatus Methanoplasma termitum,strain=MpT1,,latest,Complete Genome,Major,Full,12/11/14,ASM80080v1,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",GCF_000800805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/805/GCA_000800805.1_ASM80080v1,,assembly from type material
GCA_000830275.1,PRJNA268032,SAMN03217306,,na,1579370,1579370,archaeon GW2011_AR10,,,latest,Complete Genome,Major,Full,1/29/15,ASM83027v1,"Banfield Lab, University of California, Berkeley",na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/275/GCA_000830275.1_ASM83027v1,derived from metagenome,
GCA_000830295.1,PRJNA268032,SAMN03217309,,na,1579373,1579373,archaeon GW2011_AR15,,,latest,Chromosome,Major,Full,1/29/15,ASM83029v1,"Banfield Lab, University of California, Berkeley",na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/295/GCA_000830295.1_ASM83029v1,derived from environmental source,
GCA_000830315.1,PRJNA268032,SAMN03217314,,na,1579378,1579378,archaeon GW2011_AR20,,,latest,Complete Genome,Major,Full,1/29/15,ASM83031v1,"Banfield Lab, University of California, Berkeley",na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/315/GCA_000830315.1_ASM83031v1,derived from metagenome,
GCA_000956175.1,PRJNA269341,SAMN03253153,,na,1580092,1580092,Nitrosopumilus adriaticus,strain=NF5,,latest,Complete Genome,Major,Full,3/19/15,ASM95617v1,University of Vienna,GCF_000956175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/956/175/GCA_000956175.1_ASM95617v1,,assembly from type material
GCA_000875775.1,PRJNA269924,SAMN03257648,,na,1582439,1582439,Nitrosopumilus piranensis,strain=D3C,,latest,Complete Genome,Major,Full,2/13/15,ASM87577v1,University of Vienna,GCF_000875775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/775/GCA_000875775.1_ASM87577v1,,assembly from type material
GCA_000827835.1,PRJNA271840,SAMN03278120,,na,1592728,1592728,Haloarcula sp. CBA1115,strain=CBA1115,,latest,Complete Genome,Major,Full,1/23/15,ASM82783v1,Kyung Hee University,GCF_000827835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/835/GCA_000827835.1_ASM82783v1,,
GCA_000955905.3,PRJNA272771,SAMN03286947,,na,1603555,1603555,Candidatus Nitrosotenuis cloacae,strain=SAT1,,latest,Complete Genome,Major,Full,4/20/15,ASM95590v3,Tsinghua University,GCF_000955905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/955/905/GCA_000955905.3_ASM95590v3,,
GCA_001011115.1,PRJNA253523,SAMN02899090,,representative genome,1604004,1604004,Halanaeroarchaeum sulfurireducens,strain=HSR2,,latest,Complete Genome,Major,Full,5/21/15,ASM101111v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCF_001011115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/011/115/GCA_001011115.1_ASM101111v1,,assembly from type material
GCA_001305655.1,PRJNA284332,SAMN03701450,,na,1604004,1604004,Halanaeroarchaeum sulfurireducens,strain=M27-SA2,,latest,Complete Genome,Major,Full,10/2/15,ASM130565v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCF_001305655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/655/GCA_001305655.1_ASM130565v1,,
GCA_001577775.1,PRJNA274214,SAMN03323778,,representative genome,1609559,1609559,Pyrococcus kukulkanii,strain=NCB100,,latest,Complete Genome,Major,Full,2/29/16,ASM157777v1,Ecole Normale Superieure de Lyon,GCF_001577775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/775/GCA_001577775.1_ASM157777v1,,assembly from type material
GCA_001548675.1,PRJNA273773,SAMN03295748,,na,1609968,1609968,Methanobrevibacter sp. YE315,strain=YE315,,latest,Complete Genome,Major,Full,2/4/16,ASM154867v1,Queensland Government,GCF_001548675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/675/GCA_001548675.1_ASM154867v1,,
GCA_001402855.1,PRJNA283204,SAMN03610014,,na,1653396,1653396,Methanosarcina sp. 795,,795,latest,Chromosome,Major,Full,10/22/15,ASM140285v1,Agriculture and Agri-Food Canada,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/402/855/GCA_001402855.1_ASM140285v1,unverified source organism ; derived from metagenome ; metagenome ; missing tRNA genes,
GCA_003967175.1,PRJDB6753,SAMD00112272,,na,1670455,1670455,Sulfodiicoccus acidiphilus,strain=HS-1,,latest,Complete Genome,Major,Full,8/1/18,Sacidi_1.0,"Laboratory of Extremophiles, Environmental Engineering for Symbiosis, Graduate school Soka University",GCF_003967175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/967/175/GCA_003967175.1_Sacidi_1.0,,assembly from type material
GCA_900083515.1,PRJEB12276,SAMEA3719625,,na,1673428,1673428,Cuniculiplasma divulgatum,strain=S5(T) (=JCM 30642; =VKM B-2941),,latest,Complete Genome,Major,Full,12/13/16,ASM90008351v1,Immanuel Kant Baltic Federal University,GCF_900083515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/083/515/GCA_900083515.1_ASM90008351v1,,assembly from type material
GCA_900090055.1,PRJEB12275,SAMEA3719624,,representative genome,1673428,1673428,Cuniculiplasma divulgatum,strain=PM4 (=JCM 30641; =VKM B-2940),,latest,Complete Genome,Major,Full,1/31/17,C.divulgatum PM4,Immanuel Kant Baltic Federal University,GCF_900090055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/090/055/GCA_900090055.1_C.divulgatum_PM4,,
GCA_001484685.1,PRJNA287751,SAMN03892931,,na,1674923,1674923,Thermococcus sp. 2319x1,strain=2319x1,,latest,Complete Genome,Major,Full,1/4/16,ASM148468v1,Hotzyme,GCF_001484685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/685/GCA_001484685.1_ASM148468v1,,
GCA_003058365.1,PRJNA449302,SAMN08826612,,na,1679096,1679096,Haloarculaceae archaeon HArcel1,strain=HArcel1,,latest,Complete Genome,Major,Full,4/21/18,ASM305836v1,Immanuel Kant Baltic Federal University,GCF_003058365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/365/GCA_003058365.1_ASM305836v1,,
GCA_001647085.1,PRJNA320084,SAMN04915575,,representative genome,1712654,1712654,Thermococcus piezophilus,strain=CDGS,,latest,Complete Genome,Major,Full,5/18/16,ASM164708v1,Institut National des Sciences Appliquees de Lyon,GCF_001647085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/085/GCA_001647085.1_ASM164708v1,,assembly from type material
GCA_001304615.2,PRJNA295508,SAMN04074913,,representative genome,1715806,1715806,Methanosarcina flavescens,strain=E03.2,,latest,Complete Genome,Major,Full,10/16/18,ASM130461v2,BioPara,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/304/615/GCA_001304615.2_ASM130461v2,,assembly from type material
GCA_001761425.1,PRJNA296403,SAMN04191486,,na,1737403,1737403,Nanohaloarchaea archaeon SG9,,,latest,Complete Genome,Major,Full,10/12/16,ASM176142v1,University of Maryland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/761/425/GCA_001761425.1_ASM176142v1,derived from environmental source,
GCA_003268005.1,PRJNA310024,SAMN04445725,,na,1789762,1789762,Methanosphaera sp. BMS,strain=BMS,,latest,Complete Genome,Major,Full,6/26/18,ASM326800v1,University of Queensland,GCF_003268005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/268/005/GCA_003268005.1_ASM326800v1,,
GCA_900696045.1,PRJEB31120,SAMEA5366454,,na,1798806,1798806,Candidatus Nitrosocosmicus franklandus,,NFRAN1,latest,Complete Genome,Major,Full,3/25/19,Nitrosocosmicus franklandus C13,"UNIVERSITY OF EAST ANGLIA, UK",GCF_900696045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/696/045/GCA_900696045.1_Nitrosocosmicus_franklandus_C13,,
GCA_009762275.1,PRJNA508483,SAMN10524788,,na,1816183,1816183,Haloplanus rallus,strain=MBLA0036,,latest,Complete Genome,Major,Full,12/18/19,ASM976227v1,Korea Food Research Institute,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/275/GCA_009762275.1_ASM976227v1,,
GCA_001870125.1,PRJNA317395,SAMN04606696,,na,1826872,1826872,Candidatus Nitrosocosmicus exaquare,strain=G61,,latest,Complete Genome,Major,Full,11/7/16,ASM187012v1,University of Waterloo,GCF_001870125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/125/GCA_001870125.1_ASM187012v1,,
GCA_002787055.1,PRJNA406986,SAMN07637255,,na,1846278,1846278,Candidatus Nitrosotenuis aquarius,strain=AQ6F,,latest,Complete Genome,Major,Full,11/20/17,ASM278705v1,University of Waterloo,GCF_002787055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/787/055/GCA_002787055.1_ASM278705v1,,
GCA_001767315.1,PRJNA323694,SAMN05185403,,na,1873524,1873524,Halodesulfurarchaeum formicicum,strain=HTSR1,,latest,Complete Genome,Major,Full,10/18/16,ASM176731v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCF_001767315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/767/315/GCA_001767315.1_ASM176731v1,,
GCA_001886955.1,PRJNA328078,SAMN05363636,,representative genome,1873524,1873524,Halodesulfurarchaeum formicicum,strain=HSR6,,latest,Complete Genome,Major,Full,11/28/16,ASM188695v1,Immanuel Kant Baltic Federal University,GCF_001886955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/955/GCA_001886955.1_ASM188695v1,,assembly from type material
GCA_001719125.1,PRJNA339201,SAMN05582949,,na,1891280,1891280,Sulfolobus sp. A20,strain=A20,,latest,Complete Genome,Major,Full,9/6/16,ASM171912v1,"Institute of Microbiology, Chinese Academy of Sciences",GCF_001719125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/719/125/GCA_001719125.1_ASM171912v1,,
GCA_003584625.1,PRJDB5067,SAMD00060422,,na,1898379,1898379,Methanothermobacter sp. MT-2,strain=MT-2,,latest,Complete Genome,Major,Full,12/7/16,ASM358462v1,Tokyo University of Pharmacy and Life Sciences,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/584/625/GCA_003584625.1_ASM358462v1,derived from environmental source,
GCA_002156965.1,PRJNA341864,SAMN05730076,,na,1898749,1898749,Candidatus Nitrosomarinus catalina,strain=SPOT01,,latest,Complete Genome,Major,Full,5/22/17,ASM215696v1,University of Southern California,GCF_002156965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/965/GCA_002156965.1_ASM215696v1,,
GCA_900177045.1,PRJEB15449,SAMEA20449168,,na,1903276,1903276,Candidatus Nitrosotalea okcheonensis,,NCS1,latest,Chromosome,Major,Full,11/20/17,Candidatus Nitrosotalea koreensis CS whole genome,UNIVERSITY OF VIENNA,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/177/045/GCA_900177045.1_Candidatus_Nitrosotalea_koreensis_CS_whole_genome,,
GCA_002813675.1,PRJNA349209,SAMN05928841,,na,1911685,1911685,Methanobacterium sp. MZ-A1,strain=MZ-A1,,latest,Complete Genome,Major,Full,12/7/17,ASM281367v1,Japan Agency for Marine-Earth Science and technology,GCF_002813675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/675/GCA_002813675.1_ASM281367v1,,
GCA_002214165.1,PRJNA353339,SAMN06014021,,na,1920749,1920749,Candidatus Mancarchaeum acidiphilum,strain=Mia14,,latest,Complete Genome,Major,Full,7/3/17,ASM221416v1,Fidelity Systems,GCF_002214165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/165/GCA_002214165.1_ASM221416v1,,
GCA_002844335.1,PRJNA360060,SAMN06200074,,na,1932004,1932004,Haloarcula taiwanensis,strain=Taiwanensis,,latest,Complete Genome,Major,Full,12/18/17,ASM284433v1,National Taiwan University,GCF_002844335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/844/335/GCA_002844335.1_ASM284433v1,,
GCA_001989615.1,PRJNA360226,SAMN06205239,,na,1932360,1932360,Halorientalis sp. IM1011,strain=IM1011,,latest,Complete Genome,Major,Full,2/7/17,ASM198961v1,"Institute of Microbiology, Chinese Academy of Sciences",GCF_001989615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/615/GCA_001989615.1_ASM198961v1,,
GCA_002201915.1,PRJNA362699,SAMN06246254,,na,1937004,1937004,Methanopyrus sp. KOL6,strain=KOL6,,latest,Chromosome,Major,Full,6/20/17,ASM220191v1,Zhejiang University of Technology,GCF_002201915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/915/GCA_002201915.1_ASM220191v1,,
GCA_002201895.1,PRJNA362704,SAMN06246566,,na,1937005,1937005,Methanopyrus sp. SNP6,strain=SNP6,,latest,Chromosome,Major,Full,6/20/17,ASM220189v1,Zhejiang University of Technology,GCF_002201895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/895/GCA_002201895.1_ASM220189v1,,
GCA_002197185.1,PRJNA389376,SAMN07196561,,na,2008440,2008440,Thermococcus sp. 5-4,strain=5-4,,latest,Complete Genome,Major,Full,6/16/17,ASM219718v1,"Genoscope, Evry, France",GCF_002197185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/185/GCA_002197185.1_ASM219718v1,,
GCA_900198835.1,PRJEB22778,SAMEA104149373,,na,2016361,2016361,Thermococcus sp. EXT12c,strain=EXT12c,,latest,Complete Genome,Major,Full,10/17/17,chr_EXT12c,Universite de Bretagne Occidentale,GCF_900198835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/198/835/GCA_900198835.1_chr_EXT12c,,
GCA_002356395.1,PRJDB5909,SAMD00084331,,na,2017966,2017966,Methanothermobacter sp. EMTCatA1,,EMTCatA1,latest,Complete Genome,Major,Full,7/8/17,ASM235639v1,"Department of System Innovation, Graduate School of Engineering, the University of Tokyo, Tokyo, Japan",na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/395/GCA_002356395.1_ASM235639v1,derived from environmental source,
GCA_003491285.1,PRJNA396082,SAMN07436798,,na,2025350,2025350,Methanobacterium sp. BRmetb2,,BRmetb2,latest,Complete Genome,Major,Full,9/7/18,ASM349128v1,Japan Agency for Marine-Earth Science and technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/491/285/GCA_003491285.1_ASM349128v1,derived from metagenome,
GCA_003491305.1,PRJNA396082,SAMN07437073,,na,2025351,2025351,Methanobacterium sp. BAmetb5,,BAmetb5,latest,Complete Genome,Major,Full,9/7/18,ASM349130v1,Japan Agency for Marine-Earth Science and technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/491/305/GCA_003491305.1_ASM349130v1,derived from metagenome,
GCA_003430805.1,PRJNA429548,SAMN08348520,,na,2044521,2044521,Natronolimnobius sulfurireducens,strain=AArc-Mg,,latest,Complete Genome,Major,Full,8/28/18,ASM343080v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCF_003430805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/430/805/GCA_003430805.1_ASM343080v1,,
GCA_003430825.1,PRJNA413731,SAMN07764453,,na,2044521,2044521,Natronolimnobius sulfurireducens,strain=AArc1,,latest,Complete Genome,Major,Full,8/28/18,ASM343082v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCF_003430825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/430/825/GCA_003430825.1_ASM343082v1,,assembly from type material
GCA_002906215.1,PRJNA413650,SAMN07759886,,na,2045011,2045011,Candidatus Nitrosocaldus islandicus,,3F,latest,Complete Genome,Major,Full,1/29/18,ASM290621v1,University of Vienna,GCF_002906215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/215/GCA_002906215.1_ASM290621v1,,
GCA_002952775.1,PRJNA419617,SAMN08093583,,na,2055893,2055893,Halalkaliarchaeum desulfuricum,strain=AArc-Sl,,latest,Complete Genome,Major,Full,2/1/18,ASM295277v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCF_002952775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/775/GCA_002952775.1_ASM295277v1,,assembly from type material
GCA_900248165.1,PRJEB24312,SAMEA104466896,,na,2058097,2058097,Candidatus Nitrosocaldus cavascurensis,strain=SCU2,,latest,Complete Genome,Major,Full,1/31/18,Nitrosocaldus cavascurensis SCU2 chromosome,UNIVERSITY OF VIENNA,GCF_900248165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/248/165/GCA_900248165.1_Nitrosocaldus_cavascurensis_SCU2_chromosome,,
GCA_009392915.1,PRJNA405984,SAMN08607066,,na,2107591,2107590,Candidatus Forterrea multitransposorum CG_2015-17_Forterrea_25_41,,CG_2015-17_Forterrea_25_41,latest,Complete Genome,Major,Full,10/30/19,ASM939291v1,DOE Joint Genome Institute,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/392/915/GCA_009392915.1_ASM939291v1,derived from metagenome,
GCA_008326385.1,PRJDB7341,SAMD00135678,,na,2173830,2173830,Sulfolobus sp. JCM 16834,strain=IC-007,,latest,Complete Genome,Major,Full,8/9/19,SulIC007_1.0,RIKEN-BRC,GCF_008326385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/326/385/GCA_008326385.1_SulIC007_1.0,,
GCA_004114375.1,PRJNA510257,SAMN10600887,,na,2497325,2497325,Halorubrum sp. BOL3-1,strain=BOL3-1,,latest,Complete Genome,Major,Full,1/25/19,ASM411437v1,University of Maryland,GCF_004114375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/375/GCA_004114375.1_ASM411437v1,,
GCA_004087835.1,PRJNA514419,SAMN10724366,,na,2505977,2505977,Halorussus sp. RC-68,strain=RC-68,,latest,Complete Genome,Major,Full,1/21/19,ASM408783v1,Jiangsu University,GCF_004087835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/087/835/GCA_004087835.1_ASM408783v1,,
